T rho P
231550.191652139 3.16227766016838 1082.726171564
231550.191652139 3.98107170553497 1388.93673673418
231550.191652139 5.01187233627272 1804.6153651967
231550.191652139 6.30957344480193 2384.33793531065
231550.191652139 7.94328234724282 3216.03051228046
231550.191652139 10 4442.11654982331
231550.191652139 12.5892541179417 6293.48856423783
231550.191652139 15.8489319246111 9144.3956488796
231550.191652139 19.9526231496888 13599.0866342216
231550.191652139 25.1188643150958 20616.8553827495
231550.191652139 31.6227766016838 31735.4302906212
231550.191652139 39.8107170553497 49319.9858482824
231550.191652139 50.1187233627272 77079.525147072
231550.191652139 63.0957344480193 120800.165698507
231550.191652139 79.4328234724281 189341.117235421
231550.191652139 100 296282.100630606
291504.420376687 2.51188643150958e-13 3.11197852418488e-10
291504.420376687 3.16227766016838e-13 3.44925732349642e-10
291504.420376687 3.98107170553497e-13 4.33718157582839e-10
291504.420376687 5.01187233627271e-13 5.45346214582919e-10
291504.420376687 6.30957344480194e-13 6.85708301770218e-10
291504.420376687 7.94328234724282e-13 8.62166026509989e-10
291504.420376687 1e-12 1.08402490084308e-09
291504.420376687 1.25892541179417e-12 1.3629357761436e-09
291504.420376687 1.58489319246111e-12 1.71358590335006e-09
291504.420376687 1.99526231496888e-12 2.15439415631112e-09
291504.420376687 2.51188643150958e-12 2.70855409372612e-09
291504.420376687 3.16227766016838e-12 3.40517232134874e-09
291504.420376687 3.98107170553497e-12 4.28087186955842e-09
291504.420376687 5.01187233627271e-12 5.38165129509262e-09
291504.420376687 6.30957344480194e-12 6.76532190917633e-09
291504.420376687 7.94328234724282e-12 8.50456172852781e-09
291504.420376687 1e-11 1.06906708537947e-08
291504.420376687 1.25892541179417e-11 1.34383829050182e-08
291504.420376687 1.58489319246111e-11 1.68919026428502e-08
291504.420376687 1.99526231496888e-11 2.12323873393748e-08
291504.420376687 2.51188643150958e-11 2.66875043975719e-08
291504.420376687 3.16227766016838e-11 3.35432488193772e-08
291504.420376687 3.98107170553497e-11 4.21589936571639e-08
291504.420376687 5.01187233627271e-11 5.29862359930309e-08
291504.420376687 6.30957344480194e-11 6.65921763884505e-08
291504.420376687 7.94328234724282e-11 8.36893894471523e-08
291504.420376687 1e-10 1.05173045155055e-07
291504.420376687 1.25892541179417e-10 1.32167435859895e-07
291504.420376687 1.58489319246111e-10 1.66085027012382e-07
291504.420376687 1.99526231496888e-10 2.08699791580148e-07
291504.420376687 2.51188643150958e-10 2.62239866917802e-07
291504.420376687 3.16227766016838e-10 3.29503506261021e-07
291504.420376687 3.98107170553497e-10 4.14004909720031e-07
291504.420376687 5.01187233627271e-10 5.20157483833657e-07
291504.420376687 6.30957344480194e-10 6.5350282488234e-07
291504.420376687 7.94328234724282e-10 8.2099956156854e-07
291504.420376687 1e-09 1.03138440232398e-06
291504.420376687 1.25892541179417e-09 1.29562655928245e-06
291504.420376687 1.58489319246111e-09 1.62749741441662e-06
291504.420376687 1.99526231496888e-09 2.04428413696612e-06
291504.420376687 2.51188643150958e-09 2.56768811132808e-06
291504.420376687 3.16227766016838e-09 3.2249458809685e-06
291504.420376687 3.98107170553497e-09 4.05024325298259e-06
291504.420376687 5.01187233627271e-09 5.08648444470389e-06
291504.420376687 6.30957344480194e-09 6.38750784966686e-06
291504.420376687 7.94328234724282e-09 8.02087006339654e-06
291504.420376687 1e-08 1.00713339685185e-05
291504.420376687 1.25892541179417e-08 1.26452397451804e-05
291504.420376687 1.58489319246111e-08 1.58759944508219e-05
291504.420376687 1.99526231496888e-08 1.99309319488384e-05
291504.420376687 2.51188643150958e-08 2.50199290018077e-05
291504.420376687 3.16227766016838e-08 3.14061849588025e-05
291504.420376687 3.98107170553497e-08 3.94197542072399e-05
291504.420376687 5.01187233627272e-08 4.94744671281151e-05
291504.420376687 6.30957344480193e-08 6.2089146087993e-05
291504.420376687 7.94328234724282e-08 7.79141193673996e-05
291504.420376687 1e-07 9.77645001017993e-05
291504.420376687 1.25892541179417e-07 0.000122661791877804
291504.420376687 1.58489319246111e-07 0.000153886020782987
291504.420376687 1.99526231496888e-07 0.000193040833130602
291504.420376687 2.51188643150958e-07 0.000242134970226449
291504.420376687 3.16227766016838e-07 0.000303684345889932
291504.420376687 3.98107170553497e-07 0.000380839510353818
291504.420376687 5.01187233627272e-07 0.000477545057301381
291504.420376687 6.30957344480193e-07 0.000598738767134956
291504.420376687 7.94328234724282e-07 0.000750600365232772
291504.420376687 1e-06 0.000940862578961858
291504.420376687 1.25892541179417e-06 0.00117919874523333
291504.420376687 1.58489319246111e-06 0.00147770843633579
291504.420376687 1.99526231496888e-06 0.00185152029400056
291504.420376687 2.51188643150958e-06 0.00231954695329046
291504.420376687 3.16227766016838e-06 0.00290542462635444
291504.420376687 3.98107170553497e-06 0.00363868549147539
291504.420376687 5.01187233627272e-06 0.00455621478058582
291504.420376687 6.30957344480193e-06 0.00570406972650197
291504.420376687 7.94328234724282e-06 0.00713973992717072
291504.420376687 1e-05 0.00893495582712034
291504.420376687 1.25892541179417e-05 0.0111791890100022
291504.420376687 1.58489319246111e-05 0.0139839940439907
291504.420376687 1.99526231496888e-05 0.0174884019670595
291504.420376687 2.51188643150958e-05 0.0218656030140742
291504.420376687 3.16227766016838e-05 0.0273312383878908
291504.420376687 3.98107170553497e-05 0.0341536918679058
291504.420376687 5.01187233627272e-05 0.0426668015219059
291504.420376687 6.30957344480193e-05 0.0532856097876965
291504.420376687 7.94328234724282e-05 0.0665258097841231
291504.420376687 0.0001 0.0830277849321061
291504.420376687 0.000125892541179417 0.103586313251045
291504.420376687 0.000158489319246111 0.12918709156841
291504.420376687 0.000199526231496888 0.161052007398573
291504.420376687 0.000251188643150958 0.200694539652543
291504.420376687 0.000316227766016838 0.249988105378851
291504.420376687 0.000398107170553497 0.311250508984252
291504.420376687 0.000501187233627273 0.387347267578072
291504.420376687 0.000630957344480193 0.481818932792608
291504.420376687 0.000794328234724281 0.59903749266651
291504.420376687 0.001 0.744398804087866
291504.420376687 0.00125892541179417 0.9245591194382
291504.420376687 0.00158489319246111 1.14772633376882
291504.420376687 0.00199526231496888 1.42401761277533
291504.420376687 0.00251188643150958 1.76590047803888
291504.420376687 0.00316227766016838 2.18873722966828
291504.420376687 0.00398107170553497 2.71145676278864
291504.420376687 0.00501187233627272 3.35738262172033
291504.420376687 0.00630957344480193 4.15526419415631
291504.420376687 0.00794328234724281 5.14055080897638
291504.420376687 0.01 6.35697691115599
291504.420376687 0.0125892541179417 7.8585429444236
291504.420376687 0.0158489319246111 9.71198970670754
291504.420376687 0.0199526231496888 11.9999083731407
291504.420376687 0.0251188643150958 14.8246523432409
291504.420376687 0.0316227766016838 18.3132853064583
291504.420376687 0.0398107170553497 22.6239062400676
291504.420376687 0.0501187233627272 27.9536666257549
291504.420376687 0.0630957344480193 34.5491111236509
291504.420376687 0.0794328234724281 42.7193731981575
291504.420376687 0.1 52.8531675842743
291504.420376687 0.125892541179417 65.4404542746576
291504.420376687 0.158489319246111 81.0999557039748
291504.420376687 0.199526231496888 100.613816559795
291504.420376687 0.251188643150958 124.970540195426
291504.420376687 0.316227766016838 155.417989405753
291504.420376687 0.398107170553497 193.52798439441
291504.420376687 0.501187233627272 241.275401057963
291504.420376687 0.630957344480193 301.137572030215
291504.420376687 0.794328234724281 376.225032624037
291504.420376687 1 470.466609421836
291504.420376687 1.25892541179417 588.888528474474
291504.420376687 1.58489319246111 738.056125605011
291504.420376687 1.99526231496888 926.786113747611
291504.420376687 2.51188643150958 1167.29910932582
291504.420376687 3.16227766016838 1477.0834096327
291504.420376687 3.98107170553497 1881.90306044941
291504.420376687 5.01187233627272 2420.66330353026
291504.420376687 6.30957344480193 3153.28567197497
291504.420376687 7.94328234724282 4173.48886268989
291504.420376687 10 5629.49302750828
291504.420376687 12.5892541179417 7757.31692087519
291504.420376687 15.8489319246111 10933.8357773283
291504.420376687 19.9526231496888 15761.6017896567
291504.420376687 25.1188643150958 23203.11339296
291504.420376687 31.6227766016838 34779.3207918848
291504.420376687 39.8107170553497 52880.7541365617
291504.420376687 50.1187233627272 81221.8367173799
291504.420376687 63.0957344480193 125552.177342949
291504.420376687 79.4328234724281 194757.888937006
291504.420376687 100 302468.994347851
366982.32246254 2.51188643150958e-13 4.10524127005931e-10
366982.32246254 3.16227766016838e-13 4.48938737726373e-10
366982.32246254 3.98107170553497e-13 5.64644720333276e-10
366982.32246254 5.01187233627271e-13 7.10138596222068e-10
366982.32246254 6.30957344480194e-13 8.93142462423894e-10
366982.32246254 7.94328234724282e-13 1.12326238535823e-09
366982.32246254 1e-12 1.41266375583027e-09
366982.32246254 1.25892541179417e-12 1.776598992322e-09
366982.32246254 1.58489319246111e-12 2.23424485263266e-09
366982.32246254 1.99526231496888e-12 2.8097470637155e-09
366982.32246254 2.51188643150958e-12 3.5334134605916e-09
366982.32246254 3.16227766016838e-12 4.44339647987375e-09
366982.32246254 3.98107170553497e-12 5.58762285186402e-09
366982.32246254 5.01187233627271e-12 7.02637172743313e-09
366982.32246254 6.30957344480194e-12 8.83541696511809e-09
366982.32246254 7.94328234724282e-12 1.11100109042751e-08
366982.32246254 1e-11 1.39699077943824e-08
366982.32246254 1.25892541179417e-11 1.75656079862514e-08
366982.32246254 1.58489319246111e-11 2.20863385790418e-08
366982.32246254 1.99526231496888e-11 2.77699443710714e-08
366982.32246254 2.51188643150958e-11 3.49153872465957e-08
366982.32246254 3.16227766016838e-11 4.38983915323367e-08
366982.32246254 3.98107170553497e-11 5.51912489228021e-08
366982.32246254 5.01187233627271e-11 6.93875026792451e-08
366982.32246254 6.30957344480194e-11 8.72332025448738e-08
366982.32246254 7.94328234724282e-11 1.09665847933333e-07
366982.32246254 1e-10 1.37863631577032e-07
366982.32246254 1.25892541179417e-10 1.73307052058124e-07
366982.32246254 1.58489319246111e-10 2.17856669005756e-07
366982.32246254 1.99526231496888e-10 2.73850296287257e-07
366982.32246254 2.51188643150958e-10 3.44225492833768e-07
366982.32246254 3.16227766016838e-10 4.32672820121351e-07
366982.32246254 3.98107170553497e-10 5.43829485032932e-07
366982.32246254 5.01187233627271e-10 6.83521568434344e-07
366982.32246254 6.30957344480194e-10 8.59067776697438e-07
366982.32246254 7.94328234724282e-10 1.07966227852027e-06
366982.32246254 1e-09 1.35685452871759e-06
366982.32246254 1.25892541179417e-09 1.7051516527823e-06
366982.32246254 1.58489319246111e-09 2.14277521655778e-06
366982.32246254 1.99526231496888e-09 2.69261014348617e-06
366982.32246254 2.51188643150958e-09 3.38339944287774e-06
366982.32246254 3.16227766016838e-09 4.25123598595466e-06
366982.32246254 3.98107170553497e-09 5.34144505129016e-06
366982.32246254 5.01187233627271e-09 6.71094056364697e-06
366982.32246254 6.30957344480194e-09 8.43118006382025e-06
366982.32246254 7.94328234724282e-09 1.05918797944391e-05
366982.32246254 1e-08 1.33056605817807e-05
366982.32246254 1.25892541179417e-08 1.67139096368677e-05
366982.32246254 1.58489319246111e-08 2.09940901827628e-05
366982.32246254 1.99526231496888e-08 2.63689377749088e-05
366982.32246254 2.51188643150958e-08 3.31179832639801e-05
366982.32246254 3.16227766016838e-08 4.15920043316525e-05
366982.32246254 3.98107170553497e-08 5.22311373670943e-05
366982.32246254 5.01187233627272e-08 6.55876170110584e-05
366982.32246254 6.30957344480193e-08 8.23542382668541e-05
366982.32246254 7.94328234724282e-08 0.000103400032688989
366982.32246254 1e-07 0.000129814924233336
366982.32246254 1.25892541179417e-07 0.000162965785945528
366982.32246254 1.58489319246111e-07 0.00020456678567586
366982.32246254 1.99526231496888e-07 0.000256766921817595
366982.32246254 2.51188643150958e-07 0.000322260393335222
366982.32246254 3.16227766016838e-07 0.000404424058530329
366982.32246254 3.98107170553497e-07 0.000507490063786844
366982.32246254 5.01187233627272e-07 0.000636761807262535
366982.32246254 6.30957344480193e-07 0.00079888335570777
366982.32246254 7.94328234724282e-07 0.00100217741010124
366982.32246254 1e-06 0.00125706826472451
366982.32246254 1.25892541179417e-06 0.00157660794406352
366982.32246254 1.58489319246111e-06 0.00197713697164591
366982.32246254 1.99526231496888e-06 0.00247910886264996
366982.32246254 2.51188643150958e-06 0.0031081180481894
366982.32246254 3.16227766016838e-06 0.00389618545191428
366982.32246254 3.98107170553497e-06 0.00488336193592222
366982.32246254 5.01187233627272e-06 0.00611972967974064
366982.32246254 6.30957344480193e-06 0.00766789436936744
366982.32246254 7.94328234724282e-06 0.00960609574178903
366982.32246254 1e-05 0.0120320825479268
366982.32246254 1.25892541179417e-05 0.015067924193691
366982.32246254 1.58489319246111e-05 0.0188660309904107
366982.32246254 1.99526231496888e-05 0.0236166085075461
366982.32246254 2.51188643150958e-05 0.0295569361449033
366982.32246254 3.16227766016838e-05 0.0369828825550996
366982.32246254 3.98107170553497e-05 0.0462632386314071
366982.32246254 5.01187233627272e-05 0.0578574532698354
366982.32246254 6.30957344480193e-05 0.0723376510480171
366982.32246254 7.94328234724282e-05 0.090415875730565
366982.32246254 0.0001 0.112977798607298
366982.32246254 0.000125892541179417 0.141124546217599
366982.32246254 0.000158489319246111 0.176224216673034
366982.32246254 0.000199526231496888 0.219975507584497
366982.32246254 0.000251188643150958 0.274486423337881
366982.32246254 0.000316227766016838 0.342370989870464
366982.32246254 0.000398107170553497 0.426868884120875
366982.32246254 0.000501187233627273 0.531992408001028
366982.32246254 0.000630957344480193 0.662707293822854
366982.32246254 0.000794328234724281 0.825155530985882
366982.32246254 0.001 1.02692896463485
366982.32246254 0.00125892541179417 1.27740625994051
366982.32246254 0.00158489319246111 1.58816722594052
366982.32246254 0.00199526231496888 1.9735009141697
366982.32246254 0.00251188643150958 2.45103462929422
366982.32246254 0.00316227766016838 3.04250307852782
366982.32246254 0.00398107170553497 3.77470131163512
366982.32246254 0.00501187233627272 4.6806567259802
366982.32246254 0.00630957344480193 5.8010800063644
366982.32246254 0.00794328234724281 7.18615620653437
366982.32246254 0.01 8.89777120466986
366982.32246254 0.0125892541179417 11.0122723292958
366982.32246254 0.0158489319246111 13.6239152040607
366982.32246254 0.0199526231496888 16.8491643638771
366982.32246254 0.0251188643150958 20.8320816511768
366982.32246254 0.0316227766016838 25.7511343102483
366982.32246254 0.0398107170553497 31.827777463196
366982.32246254 0.0501187233627272 39.3373621317397
366982.32246254 0.0630957344480193 48.6230262120997
366982.32246254 0.0794328234724281 60.1134176791064
366982.32246254 0.1 74.3453947433893
366982.32246254 0.125892541179417 91.9928601475532
366982.32246254 0.158489319246111 113.903522456395
366982.32246254 0.199526231496888 141.145137100449
366982.32246254 0.251188643150958 175.063345023688
366982.32246254 0.316227766016838 217.353319017867
366982.32246254 0.398107170553497 270.148009619789
366982.32246254 0.501187233627272 336.12662568746
366982.32246254 0.630957344480193 418.650776823284
366982.32246254 0.794328234724281 521.940472786455
366982.32246254 1 651.316528972075
366982.32246254 1.25892541179417 813.551585728207
366982.32246254 1.58489319246111 1017.40151046828
366982.32246254 1.99526231496888 1274.43233005973
366982.32246254 2.51188643150958 1600.31032764459
366982.32246254 3.16227766016838 2016.82738013957
366982.32246254 3.98107170553497 2555.07841619688
366982.32246254 5.01187233627272 3260.47914400252
366982.32246254 6.30957344480193 4200.7202519213
366982.32246254 7.94328234724282 5478.46463021902
366982.32246254 10 7251.6877285314
366982.32246254 12.5892541179417 9766.28200080654
366982.32246254 15.8489319246111 13408.0865561272
366982.32246254 19.9526231496888 18785.1934836637
366982.32246254 25.1188643150958 26858.3231907908
366982.32246254 31.6227766016838 39147.3696263961
366982.32246254 39.8107170553497 58038.4804027139
366982.32246254 50.1187233627272 87212.047353876
366982.32246254 63.0957344480193 132533.846591601
366982.32246254 79.4328234724281 202814.440977599
366982.32246254 100 311628.973841303
462003.371427334 2.51188643150958e-13 5.36940645450441e-10
462003.371427334 3.16227766016838e-13 5.80381349837098e-10
462003.371427334 3.98107170553497e-13 7.30105305219274e-10
462003.371427334 5.01187233627271e-13 9.18429639161979e-10
462003.371427334 6.30957344480194e-13 1.15537209145495e-09
462003.371427334 7.94328234724282e-13 1.45336991694961e-09
462003.371427334 1e-12 1.82822308687063e-09
462003.371427334 1.25892541179417e-12 2.29975116870355e-09
462003.371427334 1.58489319246111e-12 2.8928071278691e-09
462003.371427334 1.99526231496888e-12 3.63880157259294e-09
462003.371427334 2.51188643150958e-12 4.57706659473281e-09
462003.371427334 3.16227766016838e-12 5.75720963287142e-09
462003.371427334 3.98107170553497e-12 7.24150680036299e-09
462003.371427334 5.01187233627271e-12 9.1083553624721e-09
462003.371427334 6.30957344480194e-12 1.14562899805871e-08
462003.371427334 7.94328234724282e-12 1.44092520554048e-08
462003.371427334 1e-11 1.81230628094433e-08
462003.371427334 1.25892541179417e-11 2.27936815242064e-08
462003.371427334 1.58489319246111e-11 2.86674853274576e-08
462003.371427334 1.99526231496888e-11 3.60543174312951e-08
462003.371427334 2.51188643150958e-11 4.53437088495218e-08
462003.371427334 3.16227766016838e-11 5.70254381636351e-08
462003.371427334 3.98107170553497e-11 7.1715304077733e-08
462003.371427334 5.01187233627271e-11 9.01875065939324e-08
462003.371427334 6.30957344480194e-11 1.13415497729825e-07
462003.371427334 7.94328234724282e-11 1.426229069894e-07
462003.371427334 1e-10 1.79348096920756e-07
462003.371427334 1.25892541179417e-10 2.25524950724131e-07
462003.371427334 1.58489319246111e-10 2.83584551887747e-07
462003.371427334 1.99526231496888e-10 3.5658278850459e-07
462003.371427334 2.51188643150958e-10 4.48361017104642e-07
462003.371427334 3.16227766016838e-10 5.63747246060286e-07
462003.371427334 3.98107170553497e-10 7.08809921695486e-07
462003.371427334 5.01187233627271e-10 8.91176748122504e-07
462003.371427334 6.30957344480194e-10 1.12043335593766e-06
462003.371427334 7.94328234724282e-10 1.40862740284367e-06
462003.371427334 1e-09 1.77089773634989e-06
462003.371427334 1.25892541179417e-09 2.22626970617571e-06
462003.371427334 1.58489319246111e-09 2.79865120520797e-06
462003.371427334 1.99526231496888e-09 3.51808050710027e-06
462003.371427334 2.51188643150958e-09 4.42230326360933e-06
462003.371427334 3.16227766016838e-09 5.55873991885318e-06
462003.371427334 3.98107170553497e-09 6.98696831887632e-06
462003.371427334 5.01187233627271e-09 8.78183680066546e-06
462003.371427334 6.30957344480194e-09 1.10373674538189e-05
462003.371427334 7.94328234724282e-09 1.38716649911112e-05
462003.371427334 1e-08 1.74330755597612e-05
462003.371427334 1.25892541179417e-08 2.19079070725798e-05
462003.371427334 1.58489319246111e-08 2.75301663121872e-05
462003.371427334 1.99526231496888e-08 3.45937078497788e-05
462003.371427334 2.51188643150958e-08 4.34675217831121e-05
462003.371427334 3.16227766016838e-08 5.46149240085466e-05
462003.371427334 3.98107170553497e-08 6.86176042871274e-05
462003.371427334 5.01187233627272e-08 8.6205856892912e-05
462003.371427334 6.30957344480193e-08 0.000108296447447959
462003.371427334 7.94328234724282e-08 0.000136039960744991
462003.371427334 1e-07 0.000170880621357368
462003.371427334 1.25892541179417e-07 0.000214630787765152
462003.371427334 1.58489319246111e-07 0.000269564705329418
462003.371427334 1.99526231496888e-07 0.000338535842651409
462003.371427334 2.51188643150958e-07 0.000425123890569381
462003.371427334 3.16227766016838e-07 0.000533819172003806
462003.371427334 3.98107170553497e-07 0.000670253631493035
462003.371427334 5.01187233627272e-07 0.000841490463131465
462003.371427334 6.30957344480193e-07 0.00105638570671446
462003.371427334 7.94328234724282e-07 0.00132604230851216
462003.371427334 1e-06 0.00166437773873127
462003.371427334 1.25892541179417e-06 0.00208883474465536
462003.371427334 1.58489319246111e-06 0.00262127173858233
462003.371427334 1.99526231496888e-06 0.00328907338446102
462003.371427334 2.51188643150958e-06 0.0041265422552
462003.371427334 3.16227766016838e-06 0.00517663584777816
462003.371427334 3.98107170553497e-06 0.00649314207635036
462003.371427334 5.01187233627272e-06 0.00814339549593973
462003.371427334 6.30957344480193e-06 0.0102116590904611
462003.371427334 7.94328234724282e-06 0.0128033653468068
462003.371427334 1e-05 0.016050389303736
462003.371427334 1.25892541179417e-05 0.0201176371663047
462003.371427334 1.58489319246111e-05 0.0252112475609525
462003.371427334 1.99526231496888e-05 0.0315888384229729
462003.371427334 2.51188643150958e-05 0.0395722280565039
462003.371427334 3.16227766016838e-05 0.0495632844245193
462003.371427334 3.98107170553497e-05 0.062063650790109
462003.371427334 5.01187233627272e-05 0.0776992956796416
462003.371427334 6.30957344480193e-05 0.0972509002263455
462003.371427334 7.94328234724282e-05 0.121691650066651
462003.371427334 0.0001 0.152234243709002
462003.371427334 0.000125892541179417 0.190388798383709
462003.371427334 0.000158489319246111 0.238035075052385
462003.371427334 0.000199526231496888 0.297511514757607
462003.371427334 0.000251188643150958 0.37172520677816
462003.371427334 0.000316227766016838 0.464288061394275
462003.371427334 0.000398107170553497 0.579685127602468
462003.371427334 0.000501187233627273 0.723481608122742
462003.371427334 0.000630957344480193 0.902578849450041
462003.371427334 0.000794328234724281 1.12552828694938
462003.371427334 0.001 1.40292031970209
462003.371427334 0.00125892541179417 1.7478609394113
462003.371427334 0.00158489319246111 2.1765587738277
462003.371427334 0.00199526231496888 2.70904735618896
462003.371427334 0.00251188643150958 3.37007507860178
462003.371427334 0.00316227766016838 4.19019595760085
462003.371427334 0.00398107170553497 5.20711780912188
462003.371427334 0.00501187233627272 6.46736028851933
462003.371427334 0.00630957344480193 8.02830046138157
462003.371427334 0.00794328234724281 9.96069171864521
462003.371427334 0.01 12.3517958076475
462003.371427334 0.0125892541179417 15.3092336040952
462003.371427334 0.0158489319246111 18.9658027560259
462003.371427334 0.0199526231496888 23.4854529773821
462003.371427334 0.0251188643150958 29.0707334523259
462003.371427334 0.0316227766016838 35.9721372661127
462003.371427334 0.0398107170553497 44.4998989363688
462003.371427334 0.0501187233627272 55.0388036405679
462003.371427334 0.0630957344480193 68.0670129019523
462003.371427334 0.0794328234724281 84.179934881772
462003.371427334 0.1 104.120645010715
462003.371427334 0.125892541179417 128.81848017572
462003.371427334 0.158489319246111 159.438116594837
462003.371427334 0.199526231496888 197.44138292275
462003.371427334 0.251188643150958 244.664588037196
462003.371427334 0.316227766016838 303.415285962405
462003.371427334 0.398107170553497 376.591088420268
462003.371427334 0.501187233627272 467.827089086966
462003.371427334 0.630957344480193 581.679845577985
462003.371427334 0.794328234724281 723.863517365454
462003.371427334 1 901.566118075361
462003.371427334 1.25892541179417 1123.89551677781
462003.371427334 1.58489319246111 1402.53121638921
462003.371427334 1.99526231496888 1752.7016758946
462003.371427334 2.51188643150958 2194.66432662995
462003.371427334 3.16227766016838 2755.95971092855
462003.371427334 3.98107170553497 3474.85622970341
462003.371427334 5.01187233627272 4405.64392530649
462003.371427334 6.30957344480193 5626.84745412393
462003.371427334 7.94328234724282 7254.06616790759
462003.371427334 10 9460.2139529836
462003.371427334 12.5892541179417 12507.6002147532
462003.371427334 15.8489319246111 16798.8851984259
462003.371427334 19.9526231496888 22957.8072763217
462003.371427334 25.1188643150958 31956.1382823894
462003.371427334 31.6227766016838 45313.0705548843
462003.371427334 39.8107170553497 65411.0823304289
462003.371427334 50.1187233627272 95969.9771914643
462003.371427334 63.0957344480193 142704.949752472
462003.371427334 79.4328234724281 214643.91477815
462003.371427334 100 325275.725937941
581627.784624449 2.51188643150958e-13 6.96820850132487e-10
581627.784624449 3.16227766016838e-13 7.45909582615774e-10
581627.784624449 3.98107170553497e-13 9.38469438957118e-10
581627.784624449 5.01187233627271e-13 1.18077741816094e-09
581627.784624449 6.30957344480194e-13 1.48568922527515e-09
581627.784624449 7.94328234724282e-13 1.86920321712826e-09
581627.784624449 1e-12 2.35175683614999e-09
581627.784624449 1.25892541179417e-12 2.95889812394453e-09
581627.784624449 1.58489319246111e-12 3.72263463336019e-09
581627.784624449 1.99526231496888e-12 4.68355244365202e-09
581627.784624449 2.51188643150958e-12 5.8923969625971e-09
581627.784624449 3.16227766016838e-12 7.41315945083369e-09
581627.784624449 3.98107170553497e-12 9.32633843061005e-09
581627.784624449 5.01187233627271e-12 1.17330819573842e-08
581627.784624449 6.30957344480194e-12 1.47607678847653e-08
581627.784624449 7.94328234724282e-12 1.85694724895178e-08
581627.784624449 1e-11 2.33606539697041e-08
581627.784624449 1.25892541179417e-11 2.93875873809029e-08
581627.784624449 1.58489319246111e-11 3.69689792407615e-08
581627.784624449 1.99526231496888e-11 4.65055068703049e-08
581627.784624449 2.51188643150958e-11 5.85013093335301e-08
581627.784624449 3.16227766016838e-11 7.35901860750351e-08
581627.784624449 3.98107170553497e-11 9.25694022893173e-08
581627.784624449 5.01187233627271e-11 1.16441668714966e-07
581627.784624449 6.30957344480194e-11 1.4646786046325e-07
581627.784624449 7.94328234724282e-11 1.84233685843052e-07
581627.784624449 1e-10 2.31733117277539e-07
581627.784624449 1.25892541179417e-10 2.91473730253288e-07
581627.784624449 1.58489319246111e-10 3.66608795291148e-07
581627.784624449 1.99526231496888e-10 4.61103212669797e-07
581627.784624449 2.51188643150958e-10 5.79942642341888e-07
581627.784624449 3.16227766016838e-10 7.29395748648371e-07
581627.784624449 3.98107170553497e-10 9.17344196714201e-07
581627.784624449 5.01187233627271e-10 1.15369847882658e-06
581627.784624449 6.30957344480194e-10 1.45091756890135e-06
581627.784624449 7.94328234724282e-10 1.82466502237354e-06
581627.784624449 1e-09 2.29463415866434e-06
581627.784624449 1.25892541179417e-09 2.88557980505399e-06
581627.784624449 1.58489319246111e-09 3.62862379194448e-06
581627.784624449 1.99526231496888e-09 4.56288519639348e-06
581627.784624449 2.51188643150958e-09 5.73753700827165e-06
581627.784624449 3.16227766016838e-09 7.21438460040166e-06
581627.784624449 3.98107170553497e-09 9.07111332310521e-06
581627.784624449 5.01187233627271e-09 1.14053584467712e-05
581627.784624449 6.30957344480194e-09 1.43398268051348e-05
581627.784624449 7.94328234724282e-09 1.80287193133681e-05
581627.784624449 1e-08 2.26658214969936e-05
581627.784624449 1.25892541179417e-08 2.84946216185388e-05
581627.784624449 1.58489319246111e-08 3.58210925043719e-05
581627.784624449 1.99526231496888e-08 4.50296480564757e-05
581627.784624449 2.51188643150958e-08 5.66032694618301e-05
581627.784624449 3.16227766016838e-08 7.11486935730377e-05
581627.784624449 3.98107170553497e-08 8.94281017370083e-05
581627.784624449 5.01187233627272e-08 0.000112398975791792
581627.784624449 6.30957344480193e-08 0.000141263759412518
581627.784624449 7.94328234724282e-08 0.00017753282579116
581627.784624449 1e-07 0.000223102799936273
581627.784624449 1.25892541179417e-07 0.000280355375453521
581627.784624449 1.58489319246111e-07 0.000352281232759236
581627.784624449 1.99526231496888e-07 0.000442634977915572
581627.784624449 2.51188643150958e-07 0.000556130204343237
581627.784624449 3.16227766016838e-07 0.000698683478158874
581627.784624449 3.98107170553497e-07 0.000877720936742039
581627.784624449 5.01187233627272e-07 0.0011025629868034
581627.784624449 6.30957344480193e-07 0.00138490428089271
581627.784624449 7.94328234724282e-07 0.00173941769122089
581627.784624449 1e-06 0.00218451220588587
581627.784624449 1.25892541179417e-06 0.00274327651190988
581627.784624449 1.58489319246111e-06 0.00344467112495958
581627.784624449 1.99526231496888e-06 0.00432500868686425
581627.784624449 2.51188643150958e-06 0.00542981866861667
581627.784624449 3.16227766016838e-06 0.00681617205929428
581627.784624449 3.98107170553497e-06 0.00855559799293434
581627.784624449 5.01187233627272e-06 0.0107377326042557
581627.784624449 6.30957344480193e-06 0.0134748588357584
581627.784624449 7.94328234724282e-06 0.0169076373065804
581627.784624449 1e-05 0.021212195838794
581627.784624449 1.25892541179417e-05 0.0266090227317242
581627.784624449 1.58489319246111e-05 0.0333741137152633
581627.784624449 1.99526231496888e-05 0.0418527957909531
581627.784624449 2.51188643150958e-05 0.0524770283825879
581627.784624449 3.16227766016838e-05 0.0657869681553789
581627.784624449 3.98107170553497e-05 0.0824578314970618
581627.784624449 5.01187233627272e-05 0.103333415443772
581627.784624449 6.30957344480193e-05 0.129467740238363
